gene,tpm
FANCA,22.57
SPIRE2,0.2662
TCF25,50.26
MC1R,0.3681
TUBB3,0.1672
DEF8,12.9
AFG3L1P,13.09
DBNDD1,38.86
GAS8,8.429
GAS8-AS1,0.7435
PRDM7,0.0
DOC2B,0.9416
RPH3AL,0.601
C17orf97,0.2566
VPS53,6.284
GEMIN4,29.23
DBIL5P,0.2172
GLOD4,64.07
MRM3,29.16
NXN,0.348
TIMM22,13.45
ABR,22.35
YWHAE,352.9
CRK,19.9
MYO1C,57.32
INPP5K,19.32
PITPNA-AS1,28.95
PITPNA,55.87
SLC43A2,5.566
SCARF1,54.65
RILP,3.89
PRPF8,175.6
TLCD2,0.1031
WDR81,13.56
SERPINF2,0.6117
SERPINF1,2.272
SMYD4,18.43
RPA1,89.32
RTN4RL1,0.03774
HIC1,17.12
SMG6,10.36
SRR,7.585
TSR1,59.46
SGSM2,41.27
MNT,10.31
PAFAH1B1,65.35
CLUH,54.24
RAP1GAP2,0.9077
OR1D5,0.0
OR1D2,0.0
OR1G1,0.06854
OR1A2,0.0
OR1A1,0.0
OR3A2,0.1476
OR3A1,0.0
OR1E1,0.0
OR3A3,0.0
SPATA22,0.06517
ASPA,0.2337
TRPV3,1.074
SHPK,13.07
CTNS,9.005
EMC6,68.22
P2RX5,176.6
ITGAE,13.72
NCBP3,15.38
CAMKK1,3.024
P2RX1,9.489
ATP2A3,62.17
ZZEF1,23.84
CYB5D2,8.15
ANKFY1,30.28
UBE2G1,48.67
SPNS3,3.058
SPNS2,0.1241
MYBBP1A,64.64
GGT6,0.0447
SMTNL2,0.0
ALOX15,0.06229
PELP1,41.51
ARRB2,37.27
MED11,20.77
CXCL16,2.828
ZMYND15,0.3073
TM4SF5,0.0
VMO1,0.6814
GLTPD2,0.07916
PSMB6,141.0
PLD2,15.26
MINK1,56.4
CHRNE,5.849
GP1BA,2.051
SLC25A11,72.45
RNF167,109.1
PFN1,1428.0
ENO3,16.0
SPAG7,58.47
CAMTA2,38.95
KIF1C,40.54
SLC52A1,0.2573
ZFP3,3.902
ZNF232,8.494
ZNF594,10.54
SCIMP,100.2
RABEP1,76.38
NUP88,77.87
RPAIN,35.31
C1QBP,369.6
DHX33,35.98
DERL2,16.82
MIS12,39.56
NLRP1,37.29
AIPL1,0.0
PITPNM3,0.7953
KIAA0753,11.77
TXNDC17,38.43
MED31,17.98
C17orf100,4.21
SLC13A5,0.06046
XAF1,41.1
FBXO39,0.0
TEKT1,0.0
ALOX12P2,0.3005
ALOX12-AS1,5.721
ALOX12,3.297
BCL6B,0.3854
SLC16A11,3.831
CLEC10A,0.3719
ASGR2,0.0
ASGR1,0.4792
DLG4,6.729
ACADVL,229.8
DVL2,34.85
PHF23,21.38
GABARAP,178.1
CTDNEP1,194.0
ELP5,35.9
CLDN7,0.9476
SLC2A4,0.2267
YBX2,0.2547
EIF5A,529.9
GPS2,37.28
NEURL4,16.29
ACAP1,140.4
KCTD11,6.022
TMEM95,0.0
TNK1,0.5478
TMEM256,140.6
NLGN2,1.849
SPEM1,0.0
TMEM102,8.464
FGF11,15.35
CHRNB1,7.76
ZBTB4,23.69
POLR2A,177.4
TNFSF13,13.58
SENP3,63.75
MPDU1,24.16
SOX15,0.8068
FXR2,32.13
SHBG,0.0
SAT2,76.83
ATP1B2,0.2923
TP53,96.89
WRAP53,15.27
EFNB3,0.04246
DNAH2,0.01206
KDM6B,37.67
TMEM88,1.173
NAA38,39.41
CYB5D1,4.514
CHD3,64.04
KCNAB3,3.9
TRAPPC1,228.3
CNTROB,35.47
GUCY2D,0.02499
ALOX15B,1.723
ALOX12B,0.285
ALOXE3,0.0
HES7,6.957
VAMP2,62.27
TMEM107,8.14
BORCS6,11.24
AURKB,131.2
LINC00324,2.004
CTC1,33.51
PFAS,39.71
SLC25A35,2.009
RANGRF,23.12
ARHGEF15,0.1223
ODF4,0.0515
KRBA2,4.648
NDEL1,30.87
MYH10,3.964
CCDC42,0.0
MFSD6L,2.282
PIK3R6,82.23
PIK3R5,50.51
NTN1,2.111
STX8,20.39
CFAP52,0.0
USP43,0.2748
DHRS7C,0.0
GLP2R,0.0
RCVRN,0.0
GAS7,3.214
MYH13,0.01137
MYH8,0.0
MYH4,0.0
MYH1,0.2157
MYH2,0.1536
MYH3,3.829
SCO1,17.54
ADPRM,31.09
TMEM220,4.039
MAGOH2P,3.621
PIRT,0.0
SHISA6,0.008021
DNAH9,0.008372
ZNF18,13.15
MAP2K4,32.66
MYOCD,0.03461
ARHGAP44,0.6774
ELAC2,61.08
HS3ST3A1,0.0
COX10,22.4
CDRT15,0.2634
HS3ST3B1,0.6245
PMP22,1.217
TEKT3,0.2044
TVP23C,1.53
TRIM16,7.445
ZNF29P,0.8143
ZNF286A,4.764
MEIS3P1,0.0
ADORA2B,21.05
ZSWIM7,17.1
TTC19,41.99
NCOR1,37.75
PIGL,16.73
CENPV,23.79
UBB,397.2
TRPV2,71.82
LRRC75A,0.7195
ZNF287,3.677
ZNF624,3.028
CCDC144A,0.2149
TNFRSF13B,164.6
MPRIP,26.92
PLD6,13.4
FLCN,39.27
COPS3,92.76
NT5M,6.522
MED9,8.587
RASD1,1.291
PEMT,15.77
RAI1,31.34
SMCR5,0.0
SREBF1,25.53
TOM1L2,8.551
DRC3,0.352
ATPAF2,10.62
GID4,11.68
DRG2,37.9
MYO15A,0.1802
ALKBH5,88.24
LLGL1,4.031
FLII,86.59
MIEF2,6.109
TOP3A,23.18
SMCR8,30.93
SHMT1,25.49
EVPLL,0.0
KRT17P5,0.0
USP32P2,0.3135
FAM106A,0.06184
TBC1D28,0.0
TRIM16L,4.719
TVP23B,25.78
PRPSAP2,46.83
SLC5A10,0.9496
FAM83G,11.73
GRAP,8.447
GRAPL,0.0982
EPN2-AS1,0.0
B9D1,2.48
MAPK7,10.13
MFAP4,1.075
RNF112,0.1136
SLC47A1,0.2695
ALDH3A2,13.34
SLC47A2,0.0
ALDH3A1,0.07258
ULK2,20.66
AKAP10,27.51
SPECC1,8.349
CCDC144CP,0.05039
CDRT15L2,0.0
CCDC144NL-AS1,0.03127
USP22,83.84
LINC01563,0.0
DHRS7B,6.798
TMEM11,16.58
NATD1,1.193
WSB1,208.5
KSR1,91.58
LGALS9,126.3
NOS2,0.1147
LYRM9,10.08
NLK,18.35
PYY2,0.0
PPY2P,0.0
TMEM97,31.24
IFT20,26.91
TNFAIP1,24.8
POLDIP2,127.7
SARM1,4.283
SLC46A1,1.451
SLC13A2,0.0424
FOXN1,0.0
UNC119,102.7
PIGS,64.7
ALDOC,201.5
SPAG5,98.55
SPAG5-AS1,2.841
KIAA0100,65.82
SDF2,19.14
SUPT6H,56.78
PROCA1,3.508
RPL23A,808.4
TLCD1,3.08
NEK8,16.33
TRAF4,99.48
FAM222B,6.315
ERAL1,69.81
FLOT2,43.4
DHRS13,9.699
PHF12,17.72
PIPOX,1.154
SEZ6,0.05652
CRYBA1,0.1723
NUFIP2,66.02
TAOK1,23.87
ABHD15,11.69
TP53I13,23.24
GIT1,35.92
ANKRD13B,3.135
CORO6,1.506
SSH2,49.98
EFCAB5,0.08639
NSRP1,27.79
SLC6A4,0.4223
BLMH,66.68
CPD,9.473
GOSR1,23.09
SH3GL1P2,0.885
LRRC37BP1,8.809
SUZ12P1,13.68
CRLF3,41.61
ATAD5,32.31
TEFM,9.472
ADAP2,0.5448
RNF135,9.515
NF1,12.59
EVI2B,127.1
EVI2A,40.03
RAB11FIP4,10.53
COPRS,24.41
UTP6,45.95
SUZ12,78.22
LRRC37B,8.65
SH3GL1P1,1.509
RHOT1,24.12
RHBDL3,0.1567
C17orf75,13.59
ZNF207,77.13
PSMD11,69.57
CDK5R1,153.3
MYO1D,18.25
TMEM98,0.05336
SPACA3,0.0
ASIC2,0.0
CCL2,0.2772
CCL7,0.0
CCL11,0.0
CCL8,0.0
CCL13,15.75
CCL1,0.2311
TMEM132E,0.0
CCT6B,3.279
ZNF830,33.04
LIG3,25.23
RFFL,48.42
RAD51D,7.868
FNDC8,0.1954
NLE1,19.08
UNC45B,0.07226
SLC35G3,0.0
SLFN5,23.24
SLFN11,23.92
SLFN12,13.68
SLFN13,28.6
PEX12,11.35
AP2B1,60.2
RASL10B,0.03906
GAS2L2,0.0
MMP28,0.04863
C17orf50,0.0
TAF15,177.6
HEATR9,0.03219
CCL5,54.33
RDM1,4.71
LYZL6,0.0
CCL16,0.0
CCL23,0.0
CCL18,7.181
CCL4,91.4
ZNHIT3,42.51
MYO19,20.04
PIGW,14.56
GGNBP2,45.96
DHRS11,10.34
MRM1,21.92
LHX1,0.07775
AATF,76.93
ACACA,11.33
C17orf78,0.2495
TADA2A,12.81
DUSP14,6.213
SYNRG,28.18
DDX52,18.1
HNF1B,2.871
YWHAEP7,0.0
MRPL45,87.33
SOCS7,14.23
ARHGAP23,0.4824
SRCIN1,0.0906
MLLT6,76.69
CISD3,22.06
PCGF2,10.44
PSMB3,220.4
PIP4K2B,33.27
CWC25,49.73
C17orf98,0.0
SNORA21,6.035
LASP1,62.6
LINC00672,1.612
PLXDC1,0.08164
ARL5C,0.0
CACNB1,4.668
RPL19,4365.0
STAC2,0.04069
FBXL20,6.215
MED1,32.71
CDK12,30.72
NEUROD2,0.03351
PPP1R1B,0.2139
STARD3,38.97
TCAP,1.643
PNMT,0.04694
PGAP3,10.06
ERBB2,6.233
MIEN1,42.16
GRB7,0.3241
IKZF3,45.99
ZPBP2,2.027
GSDMB,33.16
ORMDL3,49.8
PSMD3,135.6
CSF3,0.07737
MED24,43.59
THRA,1.299
MSL1,48.86
RAPGEFL1,1.992
WIPF2,18.89
CDC6,13.1
RARA,35.98
RARA-AS1,0.2217
GJD3,0.0
TOP2A,218.1
IGFBP4,19.68
TNS4,0.02993
CCR7,275.3
SMARCE1,51.31
KRT222,0.0
KRT24,0.0
KRT25,0.0
KRT27,0.0
KRT10,27.98
KRT12,0.0
KRT20,0.1181
KRT23,0.05422
KRT40,0.0
KRTAP3-3,0.0
KRTAP3-2,0.0
KRTAP3-1,0.0
KRTAP1-5,0.0
KRTAP1-3,0.0
KRTAP1-1,0.0
KRTAP2-1,0.0
KRTAP4-7,0.0
KRTAP4-8,0.0
KRTAP4-9,0.0
KRTAP4-11,0.0
KRTAP4-12,0.0
KRTAP4-5,0.0
KRTAP4-4,0.0
KRTAP4-3,0.0
KRTAP4-2,0.0
KRTAP4-1,0.0
KRTAP9-3,0.0
KRTAP9-8,0.0
KRTAP9-4,0.0
KRTAP9-9,0.0
KRTAP17-1,0.7024
KRT33A,0.0
KRT33B,0.1277
KRT31,0.0
KRT37,0.0
KRT38,0.0
KRT32,0.0
KRT35,0.0
KRT36,0.0
KRT13,2.071
KRT15,0.09729
KRT19,0.373
KRT9,0.0
KRT14,2.263
KRT16,0.4293
EIF1,714.6
GAST,0.0
HAP1,0.04396
JUP,7.335
P3H4,0.2161
FKBP10,0.5296
NT5C3B,16.32
KLHL10,0.3463
KLHL11,4.879
ACLY,104.7
CNP,15.47
DNAJC7,59.63
NKIRAS2,31.78
ZNF385C,0.8277
DHX58,43.07
KAT2A,101.5
HSPB9,0.4982
RAB5C,65.39
KCNH4,0.1917
HCRT,0.0
GHDC,19.84
STAT5B,91.53
STAT5A,110.4
STAT3,126.2
ATP6V0A1,44.59
NAGLU,26.84
HSD17B1,1.503
COASY,65.6
MLX,62.31
PSMC3IP,10.33
TUBG1,66.41
TUBG2,27.97
PLEKHH3,15.62
CCR10,3.422
CNTNAP1,19.15
EZH1,37.4
RAMP2-AS1,0.1093
RAMP2,0.7435
VPS25,94.69
WNK4,0.2792
COA3,51.21
CNTD1,2.542
BECN1,63.67
PSME3,79.38
AOC2,2.754
AOC3,2.328
AOC4P,0.06475
LINC00671,0.06313
PTGES3L,3.434
RUNDC1,18.3
RPL27,2462.0
IFI35,100.9
VAT1,15.12
RND2,0.03299
BRCA1,15.24
NBR2,10.02
NBR1,59.26
TMEM106A,18.5
LINC00910,0.8878
ARL4D,2.164
DHX8,35.08
ETV4,21.75
MEOX1,0.1516
SOST,0.02974
DUSP3,18.78
MPP3,0.06331
CD300LG,0.08649
MPP2,0.0
FAM215A,0.1997
PPY,0.0
PYY,0.1158
NAGS,0.3411
TMEM101,32.72
LSM12,15.85
G6PC3,27.79
HDAC5,24.27
ASB16,2.803
ASB16-AS1,11.83
TMUB2,33.04
ATXN7L3,33.44
UBTF,45.18
SLC4A1,0.01367
RUNDC3A-AS1,0.1638
RUNDC3A,0.12
SLC25A39,95.37
GRN,98.15
FAM171A2,0.04073
ITGA2B,0.1435
GPATCH8,38.93
FZD2,0.421
LINC01180,0.0
MEIOC,0.177
CCDC43,29.17
DBF4B,13.86
ADAM11,0.3172
GJC1,1.667
HIGD1B,0.0
EFTUD2,77.02
GFAP,0.3513
KIF18B,30.88
C1QL1,0.1056
DCAKD,30.04
NMT1,59.98
PLCD3,0.2678
ACBD4,21.07
HEXIM1,39.82
HEXIM2,5.542
FMNL1,80.73
MAP3K14-AS1,4.639
SPATA32,0.8683
MAP3K14,29.25
ARHGAP27,14.57
PLEKHM1,6.999
LRRC37A4P,0.0736
CRHR1,0.07731
MAPT-AS1,0.04576
SPPL2C,0.0
MAPT,0.1375
STH,0.0
KANSL1,20.62
KANSL1-AS1,11.07
LRRC37A2,8.384
NSF,20.51
WNT9B,0.0
GOSR2,15.12
RPRML,0.0
CDC27,50.98
MYL4,0.3763
ITGB3,11.5
EFCAB13,5.709
MRPL45P2,7.661
NPEPPS,68.41
KPNB1,156.3
TBKBP1,1.742
TBX21,0.5319
OSBPL7,22.5
MRPL10,55.94
LRRC46,0.44
SCRN2,28.62
SP6,0.4028
SP2,18.59
SP2-AS1,2.459
PNPO,21.56
PRR15L,0.5403
CDK5RAP3,146.4
COPZ2,0.8814
NFE2L1,112.3
CBX1,79.25
SNX11,128.3
SKAP1,96.76
HOXB1,0.0
HOXB2,2.433
HOXB-AS1,0.9967
HOXB3,0.7007
HOXB4,1.019
HOXB-AS3,0.0
HOXB5,0.0
HOXB6,0.0
HOXB7,1.97
HOXB8,0.0667
HOXB9,0.795
PRAC1,0.0
HOXB13,0.0
TTLL6,0.02947
CALCOCO2,87.75
UBE2Z,123.1
SNF8,29.27
GIP,0.0
IGF2BP1,0.3373
B4GALNT2,0.007633
GNGT2,38.68
ABI3,92.96
PHOSPHO1,0.4896
ZNF652,17.46
NGFR,2.805
NXPH3,3.836
SPOP,43.55
SLC35B1,28.02
FAM117A,27.45
KAT7,23.48
DLX4,0.1877
DLX3,0.0
ITGA3,0.7349
PDK2,2.512
SAMD14,3.356
PPP1R9B,94.06
SGCA,0.8757
COL1A1,5.455
TMEM92,0.0
TMEM92-AS1,0.1824
XYLT2,17.98
MRPL27,19.96
EME1,25.62
LRRC59,37.06
ACSF2,12.78
CHAD,1.15
RSAD1,28.31
MYCBPAP,0.1188
EPN3,0.03352
SPATA20,21.58
CACNA1G-AS1,0.0
CACNA1G,0.1237
ABCC3,0.3894
ANKRD40,21.7
LUC7L3,118.1
WFIKKN2,0.03893
TOB1,17.19
TOB1-AS1,2.023
SPAG9,44.72
NME1,114.4
MBTD1,20.5
UTP18,98.02
CA10,0.0
KIF2B,0.0
TOM1L1,0.2211
COX11,21.56
STXBP4,1.422
HLF,0.06216
MMD,91.48
TMEM100,3.145
PCTP,45.09
ANKFN1,0.0
NOG,0.0
C17orf67,3.81
DGKE,10.46
TRIM25,88.3
COIL,29.69
SCPEP1,95.93
RNF126P1,0.1036
AKAP1,30.83
MSI2,42.79
CCDC182,0.0
MRPS23,21.65
CUEDC1,0.2491
VEZF1,21.96
SRSF1,298.5
DYNLL2,39.22
OR4D1,0.06679
OR4D2,0.0
EPX,0.4294
MKS1,14.51
LPO,0.02014
MPO,0.04077
TSPOAP1,1.874
TSPOAP1-AS1,12.32
SUPT4H1,66.68
RNF43,0.2918
HSF5,1.37
MTMR4,70.64
TEX14,0.822
RAD51C,9.601
PPM1E,0.04372
TRIM37,14.56
SKA2,34.59
PRR11,50.57
SMG8,25.27
GDPD1,1.353
YPEL2,8.363
DHX40,30.38
CLTC,119.1
PTRH2,13.75
VMP1,107.4
TUBD1,9.839
RPS6KB1,20.85
RNFT1,7.976
HEATR6,6.428
WFDC21P,0.3257
CA4,0.03127
USP32,24.69
C17orf64,0.0
APPBP2,12.72
PPM1D,10.08
BCAS3,3.048
TBX2-AS1,0.0
TBX2,0.1224
TBX4,0.0
NACA2,0.9683
BRIP1,11.15
INTS2,23.6
MED13,26.39
TLK2,23.42
MRC2,1.224
TANC2,0.474
CYB561,3.929
ACE,1.302
KCNH6,0.08121
DCAF7,90.27
TACO1,36.13
MAP3K3,20.15
STRADA,25.71
LIMD2,138.5
CCDC47,56.98
DDX42,95.23
FTSJ3,44.92
PSMC5,120.5
SMARCD2,99.72
TCAM1P,0.09644
GH2,0.0
CSH1,0.0
CSHL1,0.0
GH1,3.361
CD79B,366.0
SCN4A,1.166
PRR29,1.767
ICAM2,58.92
ERN1,11.08
TEX2,11.01
PECAM1,8.119
MILR1,10.09
POLG2,29.59
DDX5,325.6
CEP95,31.17
SMURF2,12.4
LRRC37A3,0.7103
AMZ2P1,23.17
GNA13,103.4
RGS9,1.127
AXIN2,0.04026
CEP112,0.01877
APOH,0.05135
PRKCA,0.1815
PRKCA-AS1,0.0
CACNG5,0.0
CACNG4,0.02171
CACNG1,0.0
HELZ,17.52
PSMD12,28.65
PITPNC1,1.631
NOL11,79.09
BPTF,28.44
C17orf58,4.399
KPNA2,160.5
LINC00674,4.193
AMZ2,86.82
ARSG,5.138
SLC16A6,5.64
WIPI1,26.34
PRKAR1A,156.9
FAM20A,0.23
LINC01482,0.0
ABCA8,0.08931
ABCA9,1.098
ABCA6,4.92
ABCA5,30.22
MAP2K6,14.22
KCNJ16,0.05648
KCNJ2-AS1,0.0
KCNJ2,0.02537
CASC17,0.0
SOX9-AS1,0.09553
SOX9,8.065
SLC39A11,6.897
SSTR2,16.55
COG1,35.13
FAM104A,50.88
C17orf80,16.26
CDC42EP4,1.393
SDK2,0.1318
RPL38,1511.0
TTYH2,9.007
DNAI2,0.4738
KIF19,0.07506
BTBD17,0.0
GPRC5C,3.395
CD300A,177.3
CD300LB,0.4526
CD300C,0.3607
RAB37,11.01
CD300LF,0.8067
SLC9A3R1,84.21
NAT9,35.78
TMEM104,5.326
GRIN2C,0.3516
FDXR,38.01
USH1G,0.01922
OTOP2,0.09553
HID1,0.4175
CDR2L,0.1161
MRPL58,47.62
KCTD2,18.78
SLC16A5,2.746
ARMC7,11.83
NT5C,102.6
NUP85,30.09
GGA3,61.87
MRPS7,50.59
MIF4GD,50.56
SLC25A19,20.81
GRB2,160.1
CASKIN2,0.4129
TSEN54,15.67
LLGL2,2.243
MYO15B,2.909
RECQL5,21.49
SMIM5,0.5776
SMIM6,0.6298
SAP30BP,32.56
ITGB4,0.9565
GALK1,18.21
UNK,30.78
UNC13D,58.49
WBP2,94.74
TRIM47,1.777
TRIM65,22.04
MRPL38,46.65
FBF1,5.364
ACOX1,11.03
EVPL,0.06956
SRP68,79.9
GALR2,0.05015
ZACN,0.0
EXOC7,38.79
FOXJ1,0.0
RNF157-AS1,0.2498
RNF157,5.395
UBALD2,110.0
QRICH2,0.1895
PRPSAP1,16.42
SPHK1,0.606
UBE2O,33.47
AANAT,0.2186
RHBDF2,29.72
CYGB,0.9409
PRCD,0.6874
ST6GALNAC2,0.6492
ST6GALNAC1,0.02144
MXRA7,4.18
JMJD6,18.4
METTL23,40.66
MFSD11,9.41
LINC00868,0.0
MGAT5B,0.1217
SEC14L1,71.45
TNRC6C,4.472
TMC6,81.41
TMC8,96.0
C17orf99,1.609
SYNGR2,331.6
TK1,76.87
AFMID,16.7
BIRC5,57.65
TMEM235,0.0
SOCS3,16.79
PGS1,32.62
DNAH17,6.797
DNAH17-AS1,14.2
CYTH1,188.8
USP36,38.01
TIMP2,2.672
LGALS3BP,15.22
CANT1,25.58
C1QTNF1-AS1,0.0
C1QTNF1,0.3664
ENGASE,32.65
RBFOX3,0.1044
ENPP7,0.05782
CBX2,3.474
CBX8,6.505
CBX4,22.29
TBC1D16,0.738
CCDC40,0.02906
GAA,25.76
EIF4A3,161.2
CARD14,1.183
SGSH,37.66
SLC26A11,7.954
RNF213,42.75
ENDOV,4.888
NPTX1,0.166
RPTOR,8.773
CHMP6,16.95
BAIAP2,0.9838
AATK,0.3606
CEP131,17.25
TEPSIN,21.13
SLC38A10,27.15
LINC00482,0.0
TMEM105,0.0
BAHCC1,0.1032
FSCN2,2.008
FAAP100,28.46
NPLOC4,38.04
TSPAN10,0.3277
PDE6G,14.91
OXLD1,47.32
CCDC137,43.11
ARL16,46.99
HGS,74.45
MRPL12,174.7
SLC25A10,13.24
GCGR,0.5801
MCRIP1,34.29
PPP1R27,0.0
P4HB,321.0
ARHGDIA,331.8
ALYREF,147.1
ANAPC11,51.19
PCYT2,17.07
SIRT7,32.34
MAFG,49.37
PYCR1,93.25
MYADML2,0.1756
NOTUM,0.1075
ASPSCR1,15.25
LRRC45,10.54
RAC3,1.55
DCXR,62.59
RFNG,38.56
GPS1,44.17
DUS1L,67.1
FASN,76.9
CCDC57,6.107
CSNK1D,61.88
CD7,0.2208
SECTM1,1.363
TEX19,0.6287
UTS2R,0.3024
OGFOD3,11.03
NARF,32.93
FOXK2,23.24
WDR45B,64.81
RAB40B,1.479
FN3KRP,31.88
FN3K,0.6077
TBCD,15.4
ZNF750,0.2211
B3GNTL1,6.074
METRNL,2.006
USP14,54.22
THOC1,39.2
COLEC12,1.461
CETN1,0.03891
CLUL1,0.2927
TYMSOS,6.259
TYMS,151.5
ENOSF1,29.6
YES1,18.28
ADCYAP1,0.0
LINC00470,0.0
METTL4,10.37
NDC80,36.46
CBX3P2,2.68
SMCHD1,60.37
EMILIN2,18.46
LPIN2,41.6
MYOM1,1.662
MYL12A,280.8
MYL12B,297.3
TGIF1,5.514
GAPLINC,0.1302
DLGAP1,0.04584
DLGAP1-AS1,4.419
DLGAP1-AS2,1.251
DLGAP1-AS3,0.0
AKAIN1,0.0
LINC00526,10.99
LINC00667,20.78
ZBTB14,18.88
EPB41L3,1.253
MIR3976HG,0.0
TMEM200C,0.103
L3MBTL4,5.013
L3MBTL4-AS1,0.0
ARHGAP28,0.006909
LINC00668,0.0
LAMA1,0.01469
PTPRM,0.2385
RAB12,112.8
MTCL1,0.05453
NDUFV2,111.2
NDUFV2-AS1,1.941
ANKRD12,26.13
TWSG1,74.97
RALBP1,35.01
PPP4R1,16.71
RAB31,39.33
TXNDC2,0.04033
VAPA,55.78
LINC01254,0.0
APCDD1,0.0
NAPG,26.69
PIEZO2,5.394
LINC01255,0.0
GNAL,0.9238
CHMP1B,47.78
MPPE1,11.5
IMPA2,9.785
CIDEA,0.3324
TUBB6,5.181
AFG3L2,67.14
PRELID3A,10.56
SPIRE1,7.69
PSMG2,74.21
CEP76,5.145
PTPN2,36.6
SEH1L,27.8
CEP192,25.01
LDLRAD4,13.26
C18orf15,0.0
LDLRAD4-AS1,0.0
FAM210A,29.15
RNMT,66.84
MC5R,0.07177
MC2R,0.0
ZNF519,3.922
ANKRD20A5P,3.516
ANKRD30B,0.0
ROCK1,43.37
GREB1L,0.07268
ESCO1,21.19
SNRPD1,58.16
ABHD3,47.38
MIB1,50.38
MIR133A1HG,0.4068
GATA6-AS1,0.07504
GATA6,0.1887
CTAGE1,0.0
RBBP8,37.58
CABLES1,37.07
TMEM241,7.933
RIOK3,76.63
NPC1,16.16
ANKRD29,0.4779
LAMA3,0.2895
TTC39C,26.15
CABYR,0.8769
OSBPL1A,0.5138
IMPACT,20.09
HRH4,0.0
ZNF521,0.1351
SS18,52.26
PSMA8,8.848
TAF4B,27.38
KCTD1,1.147
AQP4-AS1,0.02159
PCAT18,0.0
AQP4,0.0
CHST9,0.01226
CDH2,5.541
DSC3,35.53
DSC2,24.13
DSC1,0.4358
DSG1,0.04181
DSG4,0.0
DSG3,0.02476
DSG2,7.989
DSG2-AS1,0.03691
TTR,0.1265
B4GALT6,30.72
LRRC37A7P,0.1707
TRAPPC8,30.77
RNF125,8.191
RNF138,48.69
GAREM1,0.09953
MEP1B,0.1131
KLHL14,6.12
CCDC178,0.0
ASXL3,0.0
NOL4,0.0
DTNA,0.05971
MAPRE2,38.43
ZNF397,17.71
ZSCAN30,15.23
ZNF271P,8.364
ZNF24,38.7
ZNF396,0.5464
INO80C,15.73
GALNT1,41.91
C18orf21,55.71
RPRD1A,27.45
SLC39A6,50.38
ELP2,33.92
MOCOS,0.1089
FHOD3,0.3389
TPGS2,16.48
KIAA1328,1.508
CELF4,0.04725
LINC01477,0.0
PIK3C3,18.05
LINC00907,0.0697
RIT2,0.0
SYT4,0.0
SETBP1,0.2515
SLC14A2-AS1,0.0
SLC14A1,2.213
SIGLEC15,0.07284
EPG5,20.12
PSTPIP2,42.77
HAUS1,49.71
C18orf25,20.18
RNF165,0.04841
LOXHD1,0.0
ST8SIA5,0.08148
PIAS2,9.187
KATNAL2,1.091
HDHD2,26.37
IER3IP1,24.33
SMAD2,9.442
ZBTB7C,0.008943
CTIF,4.158
SMAD7,20.43
DYM,21.1
LIPG,0.3495
ACAA2,39.0
SNHG22,0.16
MYO5B,0.2352
CFAP53,0.4065
MBD1,46.47
CXXC1,68.73
SKA1,20.59
MAPK4,0.01882
MRO,0.0
ME2,33.8
ELAC1,2.963
SMAD4,30.7
MEX3C,36.48
DCC,0.0
MBD2,84.28
SNORA37,0.5302
POLI,13.73
STARD6,0.1508
C18orf54,6.403
RAB27B,0.03858
CCDC68,0.2043
TCF4,20.14
TCF4-AS1,0.0
LINC01416,0.0
LINC01539,0.0
TXNL1,25.36
WDR7,3.817
BOD1L2,0.02112
ST8SIA3,0.01134
ONECUT2,0.2064
FECH,17.47
ATP8B1,0.3564
NEDD4L,1.592
ALPK2,27.99
MALT1,98.44
ZNF532,6.579
SEC11C,27.67
GRP,0.0
RAX,0.0
LMAN1,100.6
CCBE1,0.02229
PMAIP1,455.8
MC4R,0.08211
CDH20,0.0
RNF152,0.1287
PIGN,5.38
TNFRSF11A,0.7441
ACTBP9,0.1245
ZCCHC2,9.313
PHLPP1,15.99
BCL2,106.0
KDSR,20.9
VPS4B,57.39
SERPINB5,0.07455
SERPINB12,0.0
SERPINB13,0.0
SERPINB4,0.1564
SERPINB11,0.0
SERPINB3,0.0
SERPINB7,0.0
SERPINB2,0.3418
SERPINB10,63.25
SERPINB8,10.23
LINC00305,0.06608
LINC01538,0.0
CDH7,0.0
CDH19,0.01993
DSEL,0.02272
TMX3,49.42
CCDC102B,2.236
DOK6,0.9439
CD226,43.88
RTTN,13.98
SOCS6,5.932
LINC01541,0.0
CBLN2,0.0
NETO1,16.02
FBXO15,0.08899
TIMM21,11.4
CYB5A,25.04
CNDP2,41.87
CNDP1,0.02758
ZNF407,6.343
TSHZ1,7.816
SMIM21,0.0
ZNF516,21.65
LINC00908,2.523
ZNF236,13.5
MBP,29.44
GALR1,0.0
LINC01029,0.0
SALL3,0.01849
ATP9B,6.246
NFATC1,16.48
CTDP1,10.6
KCNG2,1.171
HSBP1L1,42.68
TXNL4A,23.93
RBFA,42.32
RBFADN,0.5088
ADNP2,23.91
PARD6G-AS1,1.803
PARD6G,1.214
PLPP2,0.3078
MIER2,7.861
THEG,0.0
C2CD4C,0.08744
SHC2,0.4659
ODF3L2,0.04264
MADCAM1,0.7009
TPGS1,7.218
CDC34,67.63
GZMM,1.448
BSG,173.8
HCN2,0.7763
POLRMT,55.96
FGF22,0.05217
RNF126,90.65
FSTL3,2.966
PALM,0.05118
MISP,0.0
PTBP1,241.2
PLPPR3,0.07682
AZU1,0.1534
PRTN3,0.0
ELANE,0.0
CFD,3.638
MED16,34.86
